page_chunk,page_number,group_value,group_confidence,group_notes_value,group_notes_confidence,series_value,series_confidence,series_notes_value,series_notes_confidence,unit_value,unit_confidence,finding_aid_reference_raw_value,finding_aid_reference_raw_confidence,text_value,text_confidence,start_date_original_value,start_date_original_confidence,end_date_original_value,end_date_original_confidence,start_date_formatted_value,start_date_formatted_confidence,end_date_formatted_value,end_date_formatted_confidence,annotations
3,11-15,,,,,Between Branches (cont.),5/5,,,,,3/2,5/5,Between Branches (cont.),5/5,,,,,,,,,[]
3,11-15,,,,,,,,,Units 13&14,5/5,3/2/45,5/5,Ditto. Re conference between Tasmanian shipowners and AFSA. Hopes it won't clash with the Sydney conference.3pp. 25 March 1946.,5/5,25 March 1946.,5/5,,,1946-03-25,5/5,,,[]
3,11-15,,,,,,,,,,,3/2/46,5/5,Munro to Scott. Re Federal conference.1p 3 April 1946.,5/5,3 April 1946.,5/5,,,1946-04-03,5/5,,,[]
3,11-15,,,,,,,,,,,3/2/47,5/5,Scott to Hains. Two urgent telegrams. Says Captain Long has refused leave to Victorian delegates to attend the Sydney conference. Undated.,5/5,Undated.,5/5,,,,,,,[]
3,11-15,,,,,,,,,,,3/2/48,5/5,Hains to Scott. Telegram re above. Urges Scott to use his influence to overcome obstacles. 4 April 1946.,5/5,4 April 1946.,5/5,,,1946-04-04,5/5,,,[]
3,11-15,,,,,,,,,,,3/2/49,5/5,"T. Heritage, Adelaide branch, to Scott. Telegram. Re Clerks' Union application before State Court, to change its constitution to cover employees supervising, sorting, stacking cargo. 4 April 1946.",5/5,4 April 1946.,5/5,,,1946-04-04,5/5,,,[]
3,11-15,,,,,,,,,,,3/2/50,5/5,Scott to Heritage. Urgent telgram. Re Federal conference. Undated.,5/5,Undated.,5/5,,,,,,,[]
3,11-15,,,,,,,,,,,3/2/51,5/5,Lloyd to Scott. Concerns a conference with the shipowners. 1p. 26 April 1946.,5/5,26 April 1946.,5/5,,,1946-04-26,5/5,,,[]
3,11-15,,,,,,,,,,,3/2/52,5/5,Ditto. Asks if there are any shorthand notes of the conference. Inquires about the situation in Fremantle. Speaks of a proposed agreement. 3pp. 23 May 1946.,5/5,23 May 1946.,5/5,,,1946-05-23,5/5,,,[]
3,11-15,,,,,,,,,,,3/2/53,5/5,"Ditto. Encloses a list of Tasmanian officials/members, copy of rules and constitution and a statutory declaration. Talks of the possible hostility of NSW and Queensland to a Federal agreement, as they are satisfied with their existing awards. 6pp. 31 May 1946.",5/5,31 May 1946.,5/5,,,1946-05-31,5/5,,,[]
3,11-15,,,,,,,,,,,3/2/54,5/5,"Ditto. Private correspondence. Argues that until AFSA is registered with the Arbitration Court, branches outside NSW will have no standing. 5pp. 5 June 1946..",5/5,5 June 1946..,5/5,,,1946-06-05,5/5,,,[]
3,11-15,,,,,,,,,,,3/2/55,5/5,Ditto. Says he has put Vienvenue memo before Tasmanian members and they are disappointed about not getting an award. Refers to a remark of Healey's about a possible affiliation of AFSA with the WWF. 3pp. 28 June 1946.,4/5,28 June 1946.,5/5,,,1946-06-28,5/5,,,[]
3,11-15,3,5/5,GROUP 3. CORRESPONDENCE (cont.),5/5,,,,,,,,,GROUP 3. CORRESPONDENCE (cont.),5/5,,,,,,,,,[]
3,11-15,,,,,Between Branches (cont.),5/5,,,,,3/2,5/5,Between Branches (cont.),5/5,,,,,,,,,[]
3,11-15,,,,,,,,,Units 13&14,5/5,3/2/56,5/5,Hains to Scott. Concerns resolution of the Sydney branch executive re a log of claims to be presented to the Arbitration Court and interim State agreements. Suggests that the AFSA Federal office be transferred to Sydney. 66pp. 3 July 1946.,5/5,3 July 1946.,5/5,,,1946-07-03,5/5,,,[]
3,11-15,,,,,,,,,,,3/2/57,5/5,"Lloyd to Scott. Re recent conference. Says the Northern delegates from NSW and Queensland are not prepared to surrender anything to help the less fortunate states. Refers to the hostility of shipowners to the question of affiliation with the ALP and the Trades and Labour Council. Opposes it personally, because he thinks it would put foremen stevedores on the wrong side of the employer. 10pp. 4 July 1946.",5/5,4 July 1946.,5/5,,,1946-07-04,5/5,,,[]
3,11-15,,,,,,,,,,,3/2/58,5/5,"Ditto. Re affiliation with WWF. 6pp. 6, 12 July 1946.",5/5,"6, 12 July 1946.",5/5,,,1946-07-06,5/5,1946-07-12,5/5,[]
3,11-15,,,,,,,,,,,3/2/59,5/5,"Ditto. Concerns the possibility of securing a Tasmanian agreement with the shipowners. Discusses clauses. Again speaks of the southern states being ""dumped"" by the northern states. Re possible affiliation with WWF. Says he does not want to affiliate with a ""Communist controlled body"". 13pp. 16 29 July 1946.",5/5,16 29 July 1946.,4/5,,,1946-07-16,4/5,1946-07-29,4/5,[]
3,11-15,,,,,,,,,,,3/2/60,5/5,"Ditto. Re changes in employment conditions in Hobart proposed by shipowners: Huddart Parker Ltd, Wm. Holyman and Sons, Union S.S. Co. 8pp. 30, 31 July, 1 Aug. 1946.",5/5,"30, 31 July, 1 Aug. 1946.",5/5,,,1946-07-30,5/5,1946-08-01,5/5,[]
3,11-15,,,,,,,,,,,3/2/61,5/5,Ditto. Gives him a full history of the position of foremen in Hobart. Refers to a telegram from Hains urging him not to accept the new conditions until he gets legal advice and consulsts the WWF. 8pp. 3 Aug. 1946.,4/5,3 Aug. 1946.,5/5,,,1946-08-03,5/5,,,[]
3,11-15,,,,,,,,,,,3/2/62,5/5,Ditto. Says his men won't accept the conditions. Encloses a copy of a letter sent to Hains concerning consultation with the WWF in the event of a stoppage. Says it will ruin negotiation: with the shipowners. 5pp. 5 Aug. 1946.,5/5,5 Aug. 1946.,5/5,,,1946-08-05,5/5,,,[]
3,11-15,,,,,,,,,,,3/2/63,5/5,"Lloyd's report on conference held in Melbourne with the Central Committee, CSOA, regarding pooling the services of foremen stevedores. 4pp. 14, 20, 22 Aug. 1946.",5/5,"14, 20, 22 Aug. 1946.",5/5,,,1946-08-14,5/5,1946-08-22,5/5,[]
3,11-15,3,5/5,GROUP 3. CORRESPONDENCE (cont.),5/5,,,,,,,,,GROUP 3. CORRESPONDENCE (cont.),5/5,,,,,,,,,[]
3,11-15,,,,,Between Branches (cont.),5/5,,,,,3/2,5/5,Between Branches (cont.),5/5,,,,,,,,,[]
3,11-15,,,,,,,,,Units 13&14,5/5,3/2/64,5/5,"Statistics re voting strengths of norther, southern branches in Triennial Conferences and within the Federal conference. 2pp. Undated.",5/5,Undated.,5/5,,,,,,,[]
3,11-15,,,,,,,,,,,3/2/65,5/5,"Lloyd to Scott. Re Holyman letter to foremen, reasons for shipowners pressing for a pooling scheme. 4pp. 27 Aug. 1946.",5/5,27 Aug. 1946.,5/5,,,1946-08-27,5/5,,,[]
3,11-15,,,,,,,,,,,3/2/66,5/5,Ditto. Re Holyman's orders. Says he is going to interview Holyman and try to straighten out the matter. Encloses a report of an interview with Holyman's manager. 4pp. 29 Aug. 1946.,5/5,29 Aug. 1946.,5/5,,,1946-08-29,5/5,,,[]
3,11-15,,,,,,,,,,,3/2/67,5/5,Scott to Ibyd. Urgent telegram. Re finalising agreement. Says Capt. Long has refused him permission to visit Tasmania. Undated.,4/5,Undated.,5/5,,,,,,,[]
3,11-15,,,,,,,,,,,3/2/68,5/5,"Lloyd to Scott. Says he has some ""extremely important and strictly confidential information"" which he asks Scott not to discuss with his closest friends. Suggests he destroy this letter. Re Union S.S. Coy, Huddart Parker Ltd and Wm. Holyman forming themselves into the Hobart Stevedoring Company with 3 permanent foremen to hinder the Tasmanian award. 3pp. 18 Sept. 1946.",5/5,18 Sept. 1946.,5/5,,,1946-09-18,5/5,,,[]
3,11-15,,,,,,,,,,,3/2/69,5/5,Taylor to Scott. Telegram. Re demarcation dispute with WWF. Undated.,5/5,Undated.,5/5,,,,,,,[]
3,11-15,,,,,,,,,,,3/2/70,5/5,Scott to Taylor. Replies to above. Undated.,5/5,Undated.,5/5,,,,,,,[]
3,11-15,,,,,,,,,,,3/2/71,5/5,Lloyd to Scott. Re acceptance of an agreement for 12 months. 3pp. 26 Sept. 1946.,5/5,26 Sept. 1946.,5/5,,,1946-09-26,5/5,,,[]
3,11-15,,,,,,,,,,,3/2/72,5/5,AFSA circular to federal delegates. Concerns a decision to establish the federal office in Sydney. Asks for applications from financial members resident in that port to fulfill the duties of General Secretary in an honorary capacity. Submits 7 names and asks for votes. 1p. 21 Jan. 1947.,5/5,21 Jan. 1947.,5/5,,,1947-01-21,5/5,,,[]
3,11-15,,,,,,,,,,,3/2/73,5/5,Taylor to Scott. Says that he has been in consultation with Healey about the possibility of a more amicable relationship with the WWF and AFSA in the Port of Melbourne. 1p. 30 Oct. 1947.,5/5,30 Oct. 1947.,5/5,,,1947-10-30,5/5,,,[]
3,11-15,,,,,,,,,,,3/2/74,5/5,Hains Presidential Report 1948-9. To all State branches. Re struggle for better conditions. Compares wage rates during ten years 1939 to 1949. 3pp. 1948 - 1949.,5/5,1948,5/5,1949.,5/5,1948-01-01,5/5,1949-01-01,5/5,[]
3,11-15,3,5/5,GROUP 3. CORRESPONDENCE (cont.),5/5,,,,,,,,,GROUP 3. CORRESPONDENCE (cont.),5/5,,,,,,,,,[]
3,11-15,,,,,Between Branches (cont.),5/5,,,,,3/2,5/5,Between Branches (cont.),5/5,,,,,,,,,[]
3,11-15,,,,,,,,,Units 13&14,5/5,3/2/75,5/5,"Taylor to Scott. Telegram. Says the agreement should be implemented, filed in court and the preference clause granted soon. 3 Feb. 1950.",5/5,3 Feb. 1950.,5/5,,,1950-02-03,5/5,,,[]
3,11-15,,,,,,,,,,,3/2/76,5/5,Bryce to Scott. Explains that he is now secretary of Port Adelaide branch in place of Heritage. 1p. 23 March 1951.,5/5,23 March 1951.,5/5,,,1951-03-23,5/5,,,[]
3,11-15,,,,,,,,,,,3/2/77,5/5,Scott to Taylor. Re marginal increase for all foremen covered by the Federal award. 1p. 3 Feb.1955.,5/5,3 Feb.1955.,5/5,,,1955-02-03,5/5,,,[]
3,11-15,,,,,,,,,,,3/2/78,5/5,Ditto. 1p. 14 Feb. 1955.,5/5,14 Feb. 1955.,5/5,,,1955-02-14,5/5,,,[]
3,11-15,,,,,,,,,,,3/2/79,5/5,Ditto. Re margins. 1p. 19 Feb. 1955.,5/5,19 Feb. 1955.,5/5,,,1955-02-19,5/5,,,[]
3,11-15,,,,,,,,,,,3/2/80,5/5,Scott to Bryce. Re stevedoring inquiry. 1p. 21 March 1955.,5/5,21 March 1955.,5/5,,,1955-03-21,5/5,,,[]
3,11-15,,,,,,,,,,,3/2/81,5/5,"Scott to A. Bates, Tasmania. Re margins increase and the inquiry. 1p. 22 March 1955.",5/5,22 March 1955.,5/5,,,1955-03-22,5/5,,,[]
3,11-15,,,,,,,,,,,3/2/82,5/5,"Scott to Taylor. Says he has been able to get two copies of transcript of Stevedoring Inquiry, Northern Tasmanian Agreement, Geelong Inquiry. 1p. 3 June 1955.",5/5,3 June 1955.,5/5,,,1955-06-03,5/5,,,[]
3,11-15,,,,,,,,,,,3/2/83,5/5,Ditto. Telegram. Says Tasmanian ports will not accept the proposed award. 14 July 1955.,5/5,14 July 1955.,5/5,,,1955-07-14,5/5,,,[]
3,11-15,,,,,,,,,,,3/2/84,5/5,Ditto. Re visit to Queensland. 1p. 14 July 1955.,5/5,14 July 1955.,5/5,,,1955-07-14,5/5,,,[]
3,11-15,,,,,,,,,,,3/2/85,5/5,Scott to Bates. Re Tasmanian award. 1p. 14 Dec. 1955.,5/5,14 Dec. 1955.,5/5,,,1955-12-14,5/5,,,[]
3,11-15,,,,,,,,,,,3/2/86,5/5,"Scott to W.R. Jackson, Devonport. Re award. 1p. 14 Dec. 1955.",5/5,14 Dec. 1955.,5/5,,,1955-12-14,5/5,,,[]
3,11-15,,,,,,,,,,,3/2/87,5/5,"Scott to E. Hodgson, Launceston, Ditto. 1p. 14 Dec. 1955.",5/5,14 Dec. 1955.,5/5,,,1955-12-14,5/5,,,[]
4,16-20,3,5/5,GROUP 3. CORRESPONDENCE (cont.),5/5,,,,,,,,,GROUP 3. CORRESPONDENCE (cont.),5/5,,,,,,,,,[]
4,16-20,,,,,Between Branches (cont.),5/5,,,,,3/2,5/5,Between Branches (cont.),5/5,,,,,,,,,[]
4,16-20,,,,,,,,,Units 13&14,5/5,3/2/88,5/5,Sydney Branch to Scott. Informs him that Taylor is away. 1p. 16 Jan. 1956.,5/5,16 Jan. 1956.,5/5,,,1956-01-16,5/5,,,[]
4,16-20,,,,,,,,,,,3/2/89,5/5,Scott to Hodgson. Concerns the attitude of Australian Aluminium Production Commission to the award. 2pp. 10 Jan. 1956.,5/5,10 Jan. 1956.,5/5,,,1956-01-10,5/5,,,[]
4,16-20,,,,,,,,,,,3/2/90,5/5,"Scott to Taylor. Tells of a discussion with Albert Monk, ACTU, re the waterfront strike and exemptions. Says he will attend a conference of martime unions. 1p. 23 Jan. 1956.",5/5,23 Jan. 1956.,5/5,,,1956-01-23,5/5,,,[]
4,16-20,,,,,,,,,,,3/2/91,5/5,"Scott to Jackson, Devonport. Says that permanent stevedore foremen must join AFSA as well as WWF. Explains that he is busy with a waterfront strike and talks of a martime conference. 1p. 28 Jan. 1956.",5/5,28 Jan. 1956.,5/5,,,1956-01-28,5/5,,,[]
4,16-20,,,,,,,,,,,3/2/92,5/5,Ditto. More re WWF strike. Speaks of a watersiders' return to work. 1p. 14 Feb. 1956.,5/5,14 Feb. 1956.,5/5,,,1956-02-14,5/5,,,[]
4,16-20,,,,,,,,,,,3/2/93,5/5,Scott to Hodgson. Re a foreman not getting back pay and on conditions on Holyman's ships in Melbourne. 1p. 15 Feb. 1956.,5/5,15 Feb. 1956.,5/5,,,1956-02-15,5/5,,,[]
4,16-20,,,,,,,,,,,3/2/94,5/5,Scott to Taylor. Speaks of a WWF letter re dispute over margins and other claims. 1p. 14 March 1956.,5/5,14 March 1956.,5/5,,,1956-03-14,5/5,,,[]
4,16-20,,,,,,,,,,,3/2/95,5/5,"Scott to B. Rankin, W.A. Discusses the attitude of Fremantle WWF to foremen stevedores becoming members of AFSA. 1p. 25 May 1956.",5/5,25 May 1956.,5/5,,,1956-05-25,5/5,,,[]
4,16-20,,,,,,,,,,,3/2/96,5/5,"Scott to Taylor. Concerns a basic wage increase, a special ACTU Congress to discuss the new waterfront Stevedoring Industry Act, WWF criticism of ACTU. 2pp. 10 June 1956.",5/5,10 June 1956.,5/5,,,1956-06-10,5/5,,,[]
4,16-20,,,,,,,,,,,3/2/97,5/5,"Scott to Hodgson. Re conference between Australian Aluminium Production Commission and the ACTU, attended by reps. of WWF, AFSA, Ironworkers, etc. re working the Towar Maru. 2pp. 11 June 1956.",5/5,11 June 1956.,5/5,,,1956-06-11,5/5,,,[]
4,16-20,,,,,,,,,,,3/2/98,5/5,Scott to Taylor. Re conference and WWF. 1p. 11 June 1956.,5/5,11 June 1956.,5/5,,,1956-06-11,5/5,,,[]
4,16-20,,,,,,,,,,,3/2/99,5/5,Ditto. Concerns the Towar Maru 15 June 1956.,5/5,15 June 1956.,5/5,,,1956-06-15,5/5,,,[]
4,16-20,,,,,,,,,,,3/2/100,5/5,Scott to F. Price. S.A. Re new rates of pay for foremen stevedores. 1p. 7 Aug. 1956.,5/5,7 Aug. 1956.,5/5,,,1956-08-07,5/5,,,[]
4,16-20,,,,,Between Branches (cont.),5/5,,,,,3/2,5/5,Between Branches (cont.),5/5,,,,,,,,,[]
4,16-20,,,,,,,,,Units 13&14,5/5,3/2/101,5/5,"Scott to C. Holden, Geelong. Ditto. 1p. 7 Aug. 1956.",5/5,7 Aug. 1956.,5/5,,,1956-08-07,5/5,,,[]
4,16-20,,,,,,,,,,,3/2/102,5/5,"Taylor to Scott. Concerns superintendents and supervisors in Oversea Company's application for registration as an industrial union of employees, now a registered body in N.S.W. AFSA has drawn up a consolidated set of claims. 2pp. 2 Sept. 1956.",5/5,2 Sept. 1956.,5/5,,,1956-09-02,5/5,,,[]
4,16-20,,,,,,,,,,,3/2/103,5/5,Scott to Taylor. Re need for minimum payments to foremen stevedores in Melbourne and Geelong. 2pp. 3 Sept. 1956.,5/5,3 Sept. 1956.,5/5,,,1956-09-03,5/5,,,[]
4,16-20,,,,,,,,,,,3/2/104,5/5,Ditto. Speaks of trouble with the Victorian Stevedoring Co. re not keeping to the award. 1p. 15 Dec. 1956.,5/5,15 Dec. 1956.,5/5,,,1956-12-15,5/5,,,[]
4,16-20,,,,,,,,,,,3/2/105,5/5,Ditto. Re Victorian Executive's resolution not to pay Federal dues until the calling of a Federal conference. 1p. 7 Aug. 1957.,5/5,7 Aug. 1957.,5/5,,,1957-08-07,5/5,,,[]
4,16-20,,,,,,,,,,,3/2/106,5/5,"Ditto. Says that McIlwraith, McEarhern Ltd have given him a small room rent free at their Gear Store Offices, North Wharf, as a city office. 1p. 14 Aug. 1957.",5/5,14 Aug. 1957.,5/5,,,1957-08-14,5/5,,,[]
4,16-20,,,,,,,,,,,3/2/107,5/5,Scott to Nash. Says Taylor is a liar to suggest that Scott thinks Tasmanian demands are impossible to achieve. 1p. 17 Aug.1957.,5/5,17 Aug.1957.,5/5,,,1957-08-17,5/5,,,[]
4,16-20,,,,,,,,,,,3/2/108,5/5,"Scott to R. Morris, NSW. Re nomination for NSW representation on the Federal Council. 1p. 21 Sept. 1957.",5/5,21 Sept. 1957.,5/5,,,1957-09-21,5/5,,,[]
4,16-20,,,,,,,,,,,3/2/109,5/5,"Scott to Hodgson and W. Jackson, Devonport. Re letter from P.H. Goddard, Secretary, State Committee, Hobart, concerning withdrawal of present log of claims. Also 3 letters from S. Bates, Hobart, re submission of a new log of claims. 6pp. 28 March - 15 April 1958.",5/5,28 March,5/5,15 April 1958.,5/5,1958-03-28,5/5,1958-04-15,5/5,[]
4,16-20,,,,,,,,,,,3/2/110,5/5,"Scott to S. Bates. Asks if he has drawn up a new log of claims as Scott has had 50 copies of the proposed Tasmanian Agreement typed, duplicated and sent to all Tasmanian ports. Has also discussed it with employers in Launceston and Devonport. 1p. 12 May 1958.",5/5,12 May 1958.,5/5,,,1958-05-12,5/5,,,[]
4,16-20,,,,,,,,,,,3/2/111,5/5,"Scott to H.A. Ward, Tasmania. Expresses pleasure that there have been no alterations in the log of claims lodged with Hobart employers. Says he is meeting representatives of the Direct Employers to discuss Victorian proposed new log of claims. 1p. 17 May 1958.",5/5,17 May 1958.,5/5,,,1958-05-17,5/5,,,[]
4,16-20,,,,,Between Branches (cont.),5/5,,,,,3/2,5/5,Between Branches (cont.),5/5,,,,,,,,,[]
4,16-20,,,,,,,,,Units 13&14,5/5,3/2/112,5/5,Scott to Tasmanian representatives. Re basic wage increase and new log of claims. 4pp. 23 May 1958.,5/5,23 May 1958.,5/5,,,1958-05-23,5/5,,,[]
4,16-20,,,,,,,,,,,3/2/113,5/5,"Scott to F. Price, S.A. Asks for news of his association. 1p. 24 May 1958.",5/5,24 May 1958.,5/5,,,1958-05-24,5/5,,,[]
4,16-20,,,,,,,,,,,3/2/114,5/5,Taylor to Scott. Telegram. Explains that Court matters necessitate alteration in the date of Federal conference. 11 June 1958.,5/5,11 June 1958.,5/5,,,1958-06-11,5/5,,,[]
4,16-20,,,,,,,,,,,3/2/115,5/5,Scott to Bates. Re Federal conference. 1p. 17 June 1958.,5/5,17 June 1958.,5/5,,,1958-06-17,5/5,,,[]
4,16-20,,,,,,,,,,,3/2/116,5/5,Scott to Bryce. Ditto. 1p. 17 June 1958.,5/5,17 June 1958.,5/5,,,1958-06-17,5/5,,,[]
4,16-20,,,,,,,,,,,3/2/117,5/5,Scott to Taylor. Ditto. 1p. 17 June 1958.,5/5,17 June 1958.,5/5,,,1958-06-17,5/5,,,[]
4,16-20,,,,,,,,,,,3/2/118,5/5,Hodgson to Scott. Asks him to convey to Federal Council the Tasmanian Branch's strong disapproval of shipowners attitude to the new log of claims. 1p. 13 Oct. 1958.,5/5,13 Oct. 1958.,5/5,,,1958-10-13,5/5,,,[]
4,16-20,,,,,,,,,,,3/2/119,5/5,"Scott to Ward. Re wages, annual leave, double shifts, industrial clothing, meal money, long service leave. 2pp. 14 Oct. 1958.",5/5,14 Oct. 1958.,5/5,,,1958-10-14,5/5,,,[]
4,16-20,,,,,,,,,,,3/2/120,5/5,Scott to Jackson. Re new agreement. 1p. 16 Oct. 1958.,5/5,16 Oct. 1958.,5/5,,,1958-10-16,5/5,,,[]
4,16-20,,,,,,,,,,,3/2/121,5/5,Scott to Hodgson. Points out that foremen stevedores are 100 per cent above the basic wage. 2pp. 17 Oct. 1958.,5/5,17 Oct. 1958.,5/5,,,1958-10-17,5/5,,,[]
4,16-20,,,,,,,,,,,3/2/122,5/5,Scott to Jackson. Re 6pm to 9pm shift. 1p. 18 Nov. 1958.,5/5,18 Nov. 1958.,5/5,,,1958-11-18,5/5,,,[]
4,16-20,,,,,,,,,,,3/2/123,5/5,"Scott to Taylor. Concerns a WWF application for payment for Anzac Day, because it falls on Saturday. 1p. 11 Arpil 1959.",5/5,11 Arpil 1959.,4/5,,,1959-04-11,4/5,,,[]
4,16-20,,,,,,,,,,,3/2/124,5/5,Taylor to Scott. Says the application for payment for Anzac Day applies only to casual foremen. 1p. 23 April 1959.,5/5,23 April 1959.,5/5,,,1959-04-23,5/5,,,[]
4,16-20,,,,,,,,,,,3/2/125,5/5,"Scott to F. Price, S.A. Re increased margins for waterside workers. 1p. 29 Dec. 1959.",5/5,29 Dec. 1959.,5/5,,,1959-12-29,5/5,,,[]
4,16-20,,,,,Between Branches (cont.),5/5,,,,,3/2,5/5,Between Branches (cont.),5/5,,,,,,,,,[]
4,16-20,,,,,,,,,Units 13&14,5/5,3/2/126,5/5,Scott to Taylor. Concerns the margins question. 1p. 29 Dec. 1959.,5/5,29 Dec. 1959.,5/5,,,1959-12-29,5/5,,,[]
4,16-20,,,,,,,,,,,3/2/127,5/5,Ditto. Re Industrial Registrar's decision about a court- controlled ballot. Encloses results. 2pp. 7 Feb. 1960.,5/5,7 Feb. 1960.,5/5,,,1960-02-07,5/5,,,[]
4,16-20,,,,,,,,,,,3/2/128,5/5,"Re admission of Cavill, Munro, casual foremen stevedores working for Coastal Stevedores Pty Ltd, Burnie, as members of AFSA. Contains letters re activities of employers and Tasmanian and Federal Branches of the union. 31pp. 9 May - 12 July 1960.",5/5,9 May,5/5,12 July 1960.,5/5,1960-05-09,5/5,1960-07-12,5/5,[]
4,16-20,,,,,,,,,,,3/2/129,5/5,"Taylor to Scott. Concerns an assault on L.P. Stanley, President, AFSA (Vic. Branch) by a member of WWF. 2pp. 3 June 1960.",5/5,3 June 1960.,5/5,,,1960-06-03,5/5,,,[]
4,16-20,,,,,,,,,,,3/2/130,5/5,Scott to Taylor. Says Victorian foremen are concerned about the decision of ASIA chairman not to de-register watersider who admitted striking a foreman. 1p. 8 June 1960.,5/5,8 June 1960.,5/5,,,1960-06-08,5/5,,,[]
4,16-20,,,,,,,,,,,3/2/131,5/5,Taylor to W. Jackson. Says there is no reason to refuse casual foremen admission to the union. 1p. 16 June 1960.,5/5,16 June 1960.,5/5,,,1960-06-16,5/5,,,[]
4,16-20,,,,,,,,,,,3/2/132,5/5,Taylor to Scott. Telegram. Re establishment of a branch in WA and acceptance of members of Foremen Stevedores Industrial Union of Workers of W.A. as a branch of AFSA. 18 July 1960.,5/5,18 July 1960.,5/5,,,1960-07-18,5/5,,,[]
4,16-20,,,,,,,,,,,3/2/133,5/5,Scott to Taylor. Re expenses of Federal President. 1p. 30 Oct.1960.,5/5,30 Oct.1960.,5/5,,,1960-10-30,5/5,,,[]
4,16-20,,,,,,,,,,,3/2/134,5/5,Ditto. Concerns foremen's refusal to issue wet weather clothing. Watchmen's Union threat to stop work if job is given to WWF. 2pp. 31 Oct. 1960.,5/5,31 Oct. 1960.,5/5,,,1960-10-31,5/5,,,[]
4,16-20,,,,,,,,,,,3/2/135,5/5,Taylor to Scott. Telegram. Concerns election of federal officers. 7 Nov. 1960.,5/5,7 Nov. 1960.,5/5,,,1960-11-07,5/5,,,[]
4,16-20,,,,,,,,,,,3/2/136,5/5,Scott to Taylor. Ditto. 1p. 8 Nov. 1960.,5/5,8 Nov. 1960.,5/5,,,1960-11-08,5/5,,,[]
4,16-20,,,,,,,,,,,3/2/137,5/5,Taylor to Hodgson. Re federal elections. 1p. 14 Nov. 1960.,5/5,14 Nov. 1960.,5/5,,,1960-11-14,5/5,,,[]
4,16-20,,,,,Between Branches (cont.),5/5,,,,,3/2,5/5,Between Branches (cont.),5/5,,,,,,,,,[]
4,16-20,,,,,,,,,Units 13&14,5/5,3/2/138,5/5,"Taylor to R.A. Chapman, S.A. Discusses the newly-formed WA Foremen's Association, which is affiliated with AFSA. 1p. 14 Nov. 1960.",5/5,14 Nov. 1960.,5/5,,,1960-11-14,5/5,,,[]
4,16-20,,,,,,,,,,,3/2/139,5/5,Taylor to Scott. Re dferment of federal elections. 1p. 14 Nov. 1960.,5/5,14 Nov. 1960.,5/5,,,1960-11-14,5/5,,,[]
4,16-20,,,,,,,,,,,3/2/140,5/5,Scott to Taylor. Ditto. 1p. 12 Dec. 1960.,5/5,12 Dec. 1960.,5/5,,,1960-12-12,5/5,,,[]
4,16-20,,,,,,,,,,,3/2/141,5/5,Taylor to Scott. Ditto. 2pp. 19 Dec. 1960.,5/5,19 Dec. 1960.,5/5,,,1960-12-19,5/5,,,[]
4,16-20,,,,,,,,,,,3/2/142,5/5,Scott to Taylor. Re WWF proposal to declare WA branch a bogus organisation. Discusses another assault by WWF member on a foreman. 1p. 28 Jan. 1961.,5/5,28 Jan. 1961.,5/5,,,1961-01-28,5/5,,,[]
4,16-20,,,,,,,,,,,3/2/143,5/5,Ditto. Concerns ACTU attitude to WA branch. 2pp. 25 Feb. 1961.,5/5,25 Feb. 1961.,5/5,,,1961-02-25,5/5,,,[]
4,16-20,,,,,,,,,,,3/2/144,5/5,"Taylor to Scott. Re complaint by J. Healy, WWF, that AFSA application to the Commonwealth Court for an award covering Vic., S.A., Tas., and W.A. would embarrass the WWF in its application to WA State Court for an award for foremen in that State. Asks Taylor for his opinion on postponement of AFSA application. 2pp. 26 April 1961.",5/5,26 April 1961.,5/5,,,1961-04-26,5/5,,,[]
4,16-20,,,,,,,,,,,3/2/145,5/5,Scott to Taylor. Telegram. Votes no to postponement. 26 April 1961.,5/5,26 April 1961.,5/5,,,1961-04-26,5/5,,,[]
4,16-20,,,,,,,,,,,3/2/146,5/5,Ditto. Further opposition to postponement. 1p. 30 April 1961.,5/5,30 April 1961.,5/5,,,1961-04-30,5/5,,,[]
4,16-20,,,,,,,,,,,3/2/147,5/5,Ditto. Concerns State Industrial Court's rejection of WWF applications to stop employers dismissing WWF foremen stevedores if they don't become members of AFSA. 1p. 2 May 1961.,5/5,2 May 1961.,5/5,,,1961-05-02,5/5,,,[]
4,16-20,,,,,,,,,,,3/2/148,5/5,Ditto. Re postponement of AFSA log of claims. 1p. 3 May 1961.,5/5,3 May 1961.,5/5,,,1961-05-03,5/5,,,[]
4,16-20,,,,,,,,,,,3/2/149,5/5,Ditto. Concerns Vic. Branch meeting. 1p. 5 May 1961.,5/5,5 May 1961.,5/5,,,1961-05-05,5/5,,,[]
5,21-25,3,5/5,GROUP 3.,5/5,,,,,,,,,GROUP 3.,5/5,,,,,,,,,[]
5,21-25,,,,,,,,,,,,,CORRESPONDENCE (cont.),5/5,,,,,,,,,[]
5,21-25,,,,,Between Branches (cont.),5/5,,,,,3/2,5/5,Between Branches (cont.),5/5,,,,,,,,,[]
